name,region,is__cronicas,media__associated,is__featured,url
Estepona,Andalucía,FALSE,laopiniondemalaga,TRUE,https://www.laopiniondemalaga.es/costa-sol-occidental/estepona/
Fernán Núñez,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/fernan-nunez/
Fuengirola,Andalucía,FALSE,laopiniondemalaga,TRUE,https://www.laopiniondemalaga.es/costa-sol-occidental/fuengirola/
Fuente Carreteros,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/fuente-carreteros/
Fuente Obejuna,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/fuente-obejuna/
Fuente Palmera,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/fuente-palmera/
Fuente Tójar,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/fuente-tojar/
Guadalcázar,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/guadalcazar/
Guadalteba,Andalucía,FALSE,laopiniondemalaga,FALSE,https://www.laopiniondemalaga.es/malaga/guadalteba/
Hinojosa del Duque,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/hinojosa-duque/
Hornachuelos,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/hornachuelos/
Iznájar,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/iznajar/
La Axarquía,Andalucía,FALSE,laopiniondemalaga,FALSE,https://www.laopiniondemalaga.es/axarquia/
La Carlota,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/carlota/
La Granjuela,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/granjuela/
La Guijarrosa,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/guijarrosa/
La Rambla,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/rambla/
La Victoria,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/victoria/
Los Blázquez,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/blazquez/
Lucena,Andalucía,TRUE,diariocordoba,TRUE,https://www.diariocordoba.com/cordoba/lucena/
Málaga,Andalucía,FALSE,laopiniondemalaga,TRUE,https://www.laopiniondemalaga.es/malaga/
Marbella,Andalucía,FALSE,laopiniondemalaga,TRUE,https://www.laopiniondemalaga.es/marbella/
Mijas,Andalucía,FALSE,laopiniondemalaga,TRUE,https://www.laopiniondemalaga.es/costa-sol-occidental/mijas/
Montemayor,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/montemayor/
Montilla,Andalucía,TRUE,diariocordoba,TRUE,https://www.diariocordoba.com/cordoba/montilla/
Montoro,Andalucía,TRUE,diariocordoba,FALSE,https://www.diariocordoba.com/alto-guadalquivir/montoro/
Monturque,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/monturque/
Nerja,Andalucía,FALSE,laopiniondemalaga,FALSE,https://www.laopiniondemalaga.es/axarquia/nerja/
Nororma,Andalucía,FALSE,laopiniondemalaga,FALSE,https://www.laopiniondemalaga.es/malaga/comarca-nororma/
Nueva Carteya,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/nueva-carteya/
Obejo,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/obejo/
Palenciana,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/palenciana/
Palma del Río,Andalucía,TRUE,diariocordoba,TRUE,https://www.diariocordoba.com/cordoba/palma-rio/
Pedroche,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/pedroche/
Peñarroya-Pueblonuevo,Andalucía,FALSE,diariocordoba,TRUE,https://www.diariocordoba.com/cordoba/penarroya-pueblonuevo/
Posadas,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/posadas/
Pozoblanco,Andalucía,TRUE,diariocordoba,TRUE,https://www.diariocordoba.com/cordoba/pozoblanco/
Priego,Andalucía,FALSE,diariocordoba,TRUE,https://www.diariocordoba.com/cordoba/priego/
Puente Genil,Andalucía,FALSE,diariocordoba,TRUE,https://www.diariocordoba.com/cordoba/puente-genil/
Rincón de La Victoria,Andalucía,FALSE,laopiniondemalaga,TRUE,https://www.laopiniondemalaga.es/axarquia/rincon-de-la-victoria/
Ronda,Andalucía,FALSE,laopiniondemalaga,FALSE,https://www.laopiniondemalaga.es/malaga/ronda/
Rute,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/rute/
S.S. de los Ballesteros,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/san-sebastian-ballesteros/
Santa Eufemia,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/santa-eufemia/
Santaella,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/santaella/
Serrania de Las Nieves,Andalucía,FALSE,laopiniondemalaga,FALSE,https://www.laopiniondemalaga.es/malaga/serrania-nieves/
Serrania de Ronda,Andalucía,FALSE,laopiniondemalaga,FALSE,https://www.laopiniondemalaga.es/malaga/serrania-ronda/
Sevilla,Andalucía,FALSE,elcorreoweb,FALSE,https://www.elcorreoweb.es/sevilla/provincia-de-sevilla/
Torrecampo,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/torrecampo/
Torremolinos,Andalucía,TRUE,laopiniondemalaga,TRUE,https://www.laopiniondemalaga.es/costa-sol-occidental/torremolinos/
Torrox,Andalucía,FALSE,laopiniondemalaga,FALSE,https://www.laopiniondemalaga.es/axarquia/torrox/
Valenzuela,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/valenzuela/
Valle Guadalhorce,Andalucía,FALSE,laopiniondemalaga,FALSE,https://www.laopiniondemalaga.es/malaga/comarca-valle-guadalhorce/
Valsequillo,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/valsequillo/
Vélez-Málaga,Andalucía,FALSE,laopiniondemalaga,TRUE,https://www.laopiniondemalaga.es/axarquia/velez-malaga/
Villa del Río,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/alto-guadalquivir/villa-rio/
Villaharta,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/villaharta/
Villanueva de Córdoba,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/villanueva-cordoba/
Villanueva del Duque,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/villanueva-duque/
Villanueva del Rey,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/villanueva-rey/
Villaralto,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/villaralto/
Villaviciosa,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/villaviciosa-cordoba/
Zuheros,Andalucía,FALSE,diariocordoba,FALSE,https://www.diariocordoba.com/cordoba/zuheros/
Alagón,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/alagon/
Albalate del Arzobispo,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/albalate-del-arzobispo/
Albarracín,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/albarracin/
Alcañiz,Aragón,FALSE,elperiodicodearagon,TRUE,https://www.elperiodicodearagon.com/aragon/alcaniz/
Alcorisa,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/alcorisa/
Andorra,Aragón,FALSE,elperiodicodearagon,TRUE,https://www.elperiodicodearagon.com/aragon/andorra/
Barbastro,Aragón,FALSE,elperiodicodearagon,TRUE,https://www.elperiodicodearagon.com/aragon/barbastro/
Binéfar,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/binefar/
Cadrete,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/cadrete/
Calamocha,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/calamocha/
Calatayud,Aragón,FALSE,elperiodicodearagon,TRUE,https://www.elperiodicodearagon.com/aragon/calatayud/
Campo de Belchite,Aragón,TRUE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/zaragoza/campo-de-belchite/
Campo de Borja,Aragón,TRUE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/campo-de-borja/
Campo de Cariñena,Aragón,TRUE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/campo-de-carinena/
Canfranc,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/canfranc/
Caspe,Aragón,FALSE,elperiodicodearagon,TRUE,https://www.elperiodicodearagon.com/aragon/caspe/
Cella,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/cella/
Cuarte de Huerva,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/cuarte-de-huerva/
Cuencas Mineras,Aragón,TRUE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/cuencas-mineras/
Daroca,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/daroca/
Ejea y sus Pueblos,Aragón,TRUE,elperiodicodearagon,TRUE,https://www.elperiodicodearagon.com/aragon/ejea-pueblos/
Épila,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/epila/
Figueruelas,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/figueruelas/
Fraga,Aragón,FALSE,elperiodicodearagon,TRUE,https://www.elperiodicodearagon.com/aragon/fraga/
Fuendetodos,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/fuendetodos/
Gallur,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/gallur/
Híjar,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/hijar/
Huesca,Aragón,TRUE,elperiodicodearagon,TRUE,https://www.elperiodicodearagon.com/aragon/huesca/
Jaca,Aragón,FALSE,elperiodicodearagon,TRUE,https://www.elperiodicodearagon.com/aragon/jaca/
La Muela,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/la-muela/
María de Huerva,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/maria-de-huerva/
Monzón,Aragón,FALSE,elperiodicodearagon,TRUE,https://www.elperiodicodearagon.com/aragon/monzon/
Ribera Alta del Ebro,Aragón,TRUE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/zaragoza/ribera-alta-del-ebro/
Sallent de Gállego,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/sallent-de-gallego/
San Mateo,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/san-mateo/
Sariñena,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/sarinena/
Tamarite,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/tamarite/
Tarazona,Aragón,FALSE,elperiodicodearagon,TRUE,https://www.elperiodicodearagon.com/aragon/tarazona/
Tauste,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/tauste/
Teruel,Aragón,FALSE,elperiodicodearagon,TRUE,https://www.elperiodicodearagon.com/aragon/teruel/teruel/
Utebo,Aragón,FALSE,elperiodicodearagon,TRUE,https://www.elperiodicodearagon.com/aragon/utebo/
Utrillas,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/utrillas/
Valdejalón,Aragón,TRUE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/zaragoza/valdejalon/
Villanueva de Sigena,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/villanueva-de-sigena/
Zaragoza,Aragón,FALSE,elperiodicodearagon,TRUE,https://www.elperiodicodearagon.com/aragon/zaragoza/
Zuera,Aragón,FALSE,elperiodicodearagon,FALSE,https://www.elperiodicodearagon.com/aragon/zuera/
Allande,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/allande/
Aller,Asturias,FALSE,lne,FALSE,https://www.lne.es/cuencas/aller/
Amieva,Asturias,FALSE,lne,FALSE,https://www.lne.es/oriente/amieva/
Avilés,Asturias,FALSE,lne,TRUE,https://www.lne.es/aviles/
Belmonte de Miranda,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/belmonte-de-miranda/
Bimenes,Asturias,FALSE,lne,FALSE,https://www.lne.es/centro/bimenes/
Boal,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/boal/
Cabrales,Asturias,FALSE,lne,FALSE,https://www.lne.es/oriente/cabrales/
Cabranes,Asturias,FALSE,lne,FALSE,https://www.lne.es/centro/cabranes/
Candamo,Asturias,FALSE,lne,FALSE,https://www.lne.es/centro/candamo/
Cangas de Onís,Asturias,FALSE,lne,FALSE,https://www.lne.es/oriente/cangas-de-onis/
Cangas del Narcea,Asturias,TRUE,lne,FALSE,https://www.lne.es/occidente/cangas-del-narcea/
Carreño,Asturias,FALSE,lne,FALSE,https://www.lne.es/centro/carreno/
Caso,Asturias,FALSE,lne,FALSE,https://www.lne.es/cuencas/caso/
Castrillón,Asturias,FALSE,lne,TRUE,https://www.lne.es/aviles/castrillon/
Castropol,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/castropol/
Coaña,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/coana/
Colunga,Asturias,FALSE,lne,FALSE,https://www.lne.es/oriente/colunga/
Corvera de Asturias,Asturias,FALSE,lne,TRUE,https://www.lne.es/aviles/corvera-de-asturias/
Cudillero,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/cudillero/
Degaña,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/degana/
El Franco,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/el-franco/
Gijón,Asturias,FALSE,lne,TRUE,https://www.lne.es/gijon/
Gozón,Asturias,FALSE,lne,TRUE,https://www.lne.es/aviles/gozon/
Grado,Asturias,TRUE,lne,FALSE,https://www.lne.es/centro/grado/
Grandas de Salime,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/grandas-de-salime/
Ibias,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/ibias/
Illas,Asturias,FALSE,lne,FALSE,https://www.lne.es/aviles/illas/
La Calzada,Asturias,TRUE,lne,FALSE,https://www.lne.es/gijon/gijon-oeste/la-calzada/
La Corredoria,Asturias,TRUE,lne,FALSE,https://www.lne.es/oviedo/la-corredoria/
Langreo,Asturias,FALSE,lne,TRUE,https://www.lne.es/cuencas/langreo/
Laviana,Asturias,FALSE,lne,FALSE,https://www.lne.es/cuencas/laviana/
Lena,Asturias,FALSE,lne,FALSE,https://www.lne.es/cuencas/lena/
Llanera,Asturias,TRUE,lne,FALSE,https://www.lne.es/llanera/
Llanes,Asturias,FALSE,lne,FALSE,https://www.lne.es/oriente/llanes/
Mieres,Asturias,FALSE,lne,TRUE,https://www.lne.es/cuencas/mieres/
Morcín,Asturias,FALSE,lne,FALSE,https://www.lne.es/cuencas/morcin/
Muros de Nalón,Asturias,FALSE,lne,FALSE,https://www.lne.es/centro/muros-de-nalon/
Nava,Asturias,FALSE,lne,FALSE,https://www.lne.es/centro/nava/
Navia,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/navia/
Noreña,Asturias,FALSE,lne,FALSE,https://www.lne.es/centro/norena/
Onís,Asturias,FALSE,lne,FALSE,https://www.lne.es/oriente/onis/
Oviedo,Asturias,FALSE,lne,TRUE,https://www.lne.es/oviedo/oviedo/
Parres,Asturias,FALSE,lne,FALSE,https://www.lne.es/oriente/parres/
Peñamera Alta,Asturias,FALSE,lne,FALSE,https://www.lne.es/oriente/penamera-alta/
Peñamera Baja,Asturias,FALSE,lne,FALSE,https://www.lne.es/oriente/penamera-baja/
Piloña,Asturias,FALSE,lne,FALSE,https://www.lne.es/oriente/pilona/
Ponga,Asturias,FALSE,lne,FALSE,https://www.lne.es/oriente/ponga/
Pravia,Asturias,FALSE,lne,FALSE,https://www.lne.es/centro/pravia/
Proaza,Asturias,FALSE,lne,FALSE,https://www.lne.es/centro/proaza/
Quirós,Asturias,FALSE,lne,FALSE,https://www.lne.es/centro/quiros/
Ribadedeva,Asturias,FALSE,lne,FALSE,https://www.lne.es/oriente/ribadedeva/
Ribadesella,Asturias,FALSE,lne,FALSE,https://www.lne.es/oriente/ribadesella/
Ribera de Arriba,Asturias,TRUE,lne,FALSE,https://www.lne.es/ribera-de-arriba/
Riosa,Asturias,FALSE,lne,FALSE,https://www.lne.es/cuencas/riosa/
Salas,Asturias,TRUE,lne,FALSE,https://www.lne.es/occidente/salas/
San Martín del Rey Aurelio,Asturias,FALSE,lne,TRUE,https://www.lne.es/cuencas/san-martin-del-rey-aurelio/
San Tirso de Abres,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/san-tirso-de-abres/
Santa Eulalia de Oscos,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/santa-eulalia-de-oscos/
Sariego,Asturias,FALSE,lne,FALSE,https://www.lne.es/centro/sariego/
Siero,Asturias,TRUE,lne,FALSE,https://www.lne.es/siero/
Sobrescobio,Asturias,FALSE,lne,FALSE,https://www.lne.es/cuencas/sobrescobio/
Somiedo,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/somiedo/
Soto del Barco,Asturias,FALSE,lne,TRUE,https://www.lne.es/aviles/soto-del-barco/
Tapia de Casariego,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/tapia-de-casariego/
Taramundi,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/taramundi/
Teverga,Asturias,FALSE,lne,FALSE,https://www.lne.es/centro/teverga/
Tineo,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/tineo/
Valdés,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/valdes/
Vegadeo,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/vegadeo/
Villaviciosa,Asturias,TRUE,lne,FALSE,https://www.lne.es/villaviciosa/
Villayón,Asturias,FALSE,lne,FALSE,https://www.lne.es/occidente/villayon/
Yernes y Tameza,Asturias,FALSE,lne,FALSE,https://www.lne.es/centro/yernes-y-tameza/
Adeje,Canarias,FALSE,eldia,TRUE,https://www.eldia.es/tenerife/adeje/
Agaete,Canarias,FALSE,laprovincia,FALSE,https://www.laprovincia.es/gran-canaria/agaete/
Agüimes,Canarias,FALSE,laprovincia,TRUE,https://www.laprovincia.es/gran-canaria/aguimes/
Alajeró,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/la-gomera/alajero/
Antigua,Canarias,FALSE,laprovincia,FALSE,https://www.laprovincia.es/fuerteventura/antigua/
Arafo,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/tenerife/arafo/
Arico,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/tenerife/arico/
Arona,Canarias,FALSE,eldia,TRUE,https://www.eldia.es/tenerife/arona/
Arrecife,Canarias,FALSE,laprovincia,TRUE,https://www.laprovincia.es/lanzarote/arrecife/
Artenara,Canarias,FALSE,laprovincia,FALSE,https://www.laprovincia.es/gran-canaria/artenara/
Arucas,Canarias,FALSE,laprovincia,TRUE,https://www.laprovincia.es/gran-canaria/arucas/
Barlovento,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/la-palma/barlovento/
Breña Alta,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/la-palma/brena-alta/
Breña Baja,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/la-palma/brena-baja/
Buenavista del Norte,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/tenerife/buenavista-del-norte/
Candelaria,Canarias,FALSE,eldia,TRUE,https://www.eldia.es/tenerife/candelaria/
El Pinar,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/el-hierro/el-pinar/
El Rosario,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/tenerife/el-rosario/
El Sauzal,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/tenerife/el-sauzal/
El Tanque,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/tenerife/el-tanque/
Fasnia,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/tenerife/fasnia/
Firgas,Canarias,FALSE,laprovincia,FALSE,https://www.laprovincia.es/gran-canaria/firgas/
Fuencaliente,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/la-palma/fuencaliente/
Gáldar,Canarias,FALSE,laprovincia,TRUE,https://www.laprovincia.es/gran-canaria/galdar/
Garachico,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/tenerife/garachico/
Garafía,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/la-palma/garafia/
Granadilla de Abona,Canarias,FALSE,eldia,TRUE,https://www.eldia.es/tenerife/granadilla-de-abona/
Guía de Isora,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/tenerife/guia-de-isora/
Güímar,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/tenerife/guimar/
Haría,Canarias,FALSE,laprovincia,FALSE,https://www.laprovincia.es/lanzarote/haria/
Hermigua,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/la-gomera/hermigua/
Icod de los Vinos,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/tenerife/icod-de-los-vinos/
Ingenio,Canarias,FALSE,laprovincia,TRUE,https://www.laprovincia.es/gran-canaria/ingenio/
La Aldea de San Nicolás,Canarias,FALSE,laprovincia,FALSE,https://www.laprovincia.es/gran-canaria/la-aldea-de-san-nicolas/
La Frontera,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/el-hierro/la-frontera/
La Guancha,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/tenerife/la-guancha/
La Matanza de Acentejo,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/tenerife/la-matanza-de-acentejo/
La Oliva,Canarias,FALSE,laprovincia,FALSE,https://www.laprovincia.es/fuerteventura/la-oliva/
La Orotava,Canarias,FALSE,eldia,TRUE,https://www.eldia.es/tenerife/la-orotava/
La Victoria de Acentejo,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/tenerife/la-victoria-de-acentejo/
Las Palmas de Gran Canaria,Canarias,FALSE,laprovincia,TRUE,https://www.laprovincia.es/gran-canaria/las-palmas-de-gran-canaria/
Los Realejos,Canarias,FALSE,eldia,TRUE,https://www.eldia.es/tenerife/los-realejos/
Los Silos,Canarias,FALSE,eldia,FALSE,https://www.eldia.es/tenerife/los-silos/
Mogán,Canarias,FALSE,laprovincia,FALSE,https://www.laprovincia.es/gran-canaria/mogan/
Moya,Canarias,FALSE,laprovincia,FALSE,https://www.laprovincia.es/gran-canaria/moya/
Pájara,Canarias,FALSE,laprovincia,FALSE,https://www.laprovincia.es/fuerteventura/pajara/
Puerto de la Cruz,Canarias,FALSE,eldia,TRUE,https://www.eldia.es/tenerife/puerto-de-la-cruz/
